path_id,isnad_id,t0,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,t-10
isnad_175,jb_160,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr ʾAḥmad b. Manṣūr,ʾAbū al-ʿAbbās al-Ḥasan b. Saʿīd al-Muṭṭawwiʿī al-ʿĀbbādānī,ʿĀmir b. ʿUmar al-Mawṣilī al-ʾŪqiyyah,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_176,jb_161,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Muḥammad b. Sabʿūn,ʾAbū Qubayṣah Ḥātim b. ʾIsḥāq al-Mawṣilī,ʿĀmir b. ʿUmar al-Mawṣilī al-ʾŪqiyyah,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_177,jb_162,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. ʿAbd al-Raḥmān al-Walī,ʾAbū al-Ḥusayn ʾAḥmad b. Ǧaʿfar b. al-Munādī,ʾAbū ʿAbd Allāh Muḥammad b. Saʿīd b. Yaḥyā al-Buzūrī,ʾAḥmad b. Samʿawayh,ʿĀmir b. ʿUmar al-Mawṣilī al-ʾŪqiyyah,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,
isnad_178,jb_163,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. ʿAbd al-Raḥmān al-Walī,ʾAbū al-Ḥusayn ʾAḥmad b. Ǧaʿfar b. al-Munādī,ʾAbū ʿAbd Allāh Muḥammad b. Saʿīd b. Yaḥyā al-Buzūrī,ʿĪsā b. Raṣāṣ,ʿĀmir b. ʿUmar al-Mawṣilī al-ʾŪqiyyah,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,
isnad_179,jb_164,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. ʿAbd al-Raḥmān al-Walī,ʾAbū al-Ḥusayn ʾAḥmad b. Ǧaʿfar b. al-Munādī,ʾAbū ʿAbd Allāh Muḥammad b. Saʿīd b. Yaḥyā al-Buzūrī,ʾAḥmad ʿAbd Allāh b. Masʿūd al-Sarrāǧ,ʿĀmir b. ʿUmar al-Mawṣilī al-ʾŪqiyyah,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,
isnad_180,jb_165,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. ʿAbd al-Raḥmān al-Walī,ʾAbū al-Ḥusayn ʾAḥmad b. Ǧaʿfar b. al-Munādī,ʾAbū ʿAbd Allāh Muḥammad b. Saʿīd b. Yaḥyā al-Buzūrī,ʾAbū ʿAlī al-ʿAyn Zarbī al-Mawṣilī,ʿĀmir b. ʿUmar al-Mawṣilī al-ʾŪqiyyah,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,
isnad_181,jb_166,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʿAbd Allāh b. Kaṯīr al-Ṣaġīr,ʾAbū ʾAyyūb Sulaymān b. al-Ḥakam al-Ḫayyāṭ,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_182,jb_167,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,ʿAbd Allāh b. Kaṯīr al-Ṣaġīr,ʾAbū ʾAyyūb Sulaymān b. al-Ḥakam al-Ḫayyāṭ,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_183,jb_168,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Muḥammad b. Ṣāliḥ,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,ʾIsḥāq b. Maḫlad al-Daqqāq,ʾAbū ʾAyyūb Sulaymān b. al-Ḥakam al-Ḫayyāṭ,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,
isnad_184,jb_169,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ALI B. ABD ALLAH B. MUHAMMAD AL-MUQRI,ʾAbū ʿAbd Allāh Muḥammad b. ʿAbd Allāh b. ʿĪsā,ʾIsḥāq b. Maḫlad al-Daqqāq,ʾAbū ʾAyyūb Sulaymān b. al-Ḥakam al-Ḫayyāṭ,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,
isnad_185,jb_170,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU ABD ALLAH MUHAMMAD B. AL-ABBAS B. MUHAMMAD,HIS FATHER AL-ABBAS B. MUHAMMAD,ʾAbū ʿAbd al-Raḥmān Ibn al-Yazīdī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_186,jb_171,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU ABD ALLAH MUHAMMAD B. AL-ABBAS B. MUHAMMAD,AL-ABBAS B. MUHAMMAD,ʾAbū ʿAbd al-Raḥmān Ibn al-Yazīdī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_187,jb_172,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,MUHAMMAD B. QURAYSH AL-A3RABI,al-Qāsim b. ʿAbd al-Wāriṯ,ʾIsmāʿīl b. ʾAbī Muḥammad al-Yazīdī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_188,jb_173,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABU AL-QASIM UBAYD ALLAH B. MUHAMMAD B. ABI MUHAMMAD,ABU JA3FAR AHMAD B. MUHAMMAD B. ABI MUHAMMAD,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_189,jb_174,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABU AL-QASIM UBAYD ALLAH B. MUHAMMAD B. ABI MUHAMMAD,IBRAHIM B. ABI MUHAMMAD,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_190,jb_175,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,ABU AL-QASIM UBAYD ALLAH B. MUHAMMAD B. ABI MUHAMMAD,ABU JA3FAR AHMAD B. MUHAMMAD B. ABI MUHAMMAD,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_191,jb_176,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,ABU AL-QASIM UBAYD ALLAH B. MUHAMMAD B. ABI MUHAMMAD,IBRAHIM B. ABI MUHAMMAD,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_192,jb_177,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,MUHAMMAD B. ADB AL-RAHMAN AL-MUQRI,ʿAbd Allāh b. Muḥammad al-Ṭūsī al-Kātib,Muḥammad b. ʾAḥmad b. Wāṣil,ʾAḥmad b. Wāṣil,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,
isnad_193,jb_178,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,GA3FAR B. MUHAMMAD B. AL-FADL AL-BAGHDADI,ABU HAFS UMAR B. YUSUF AL-BURUJIRRADI,al-Ḥusayn b. Šarīk,ʾAbū Ḥamdūn al-Ṭayyib b. ʾIsmāʿīl,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_194,jb_179,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ABU ISA MUHAMMAD B.  B. AHMAD B. QATAN Al-MISMAR,ʾAbū Ḫallād Sulaymān b. Ḫallād,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,,
isnad_195,jb_180,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Muḥammad ʿUbayd b. Muḥammad al-Marwazī al-Mukattib,Muḥammad b. Saʿdān al-Kūfī al-Muqriʾ,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_196,jb_181,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABD ALLAH B. AHMAD B. ISHAQ AL-ASBAHANI,Ǧaʿfar b. Muḥammad al-ʾAdamī,Muḥammad b. Saʿdān al-Kūfī al-Muqriʾ,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_197,jb_182,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Muḥammad al-Wazīr ʾAbū Bakr al-Baṣrī,ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_198,jb_183,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU AL-QASIM ABD AL-WAHHAB B. ABI HIBAH,Muḥammad b. Šuǧāʿ,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_199,jb_184,al-Dānī,Ḫalaf b. ʾIbrāhīm b. Ḫāqān,ʾAḥmad b. Muḥammad b. ʾAbī al-Raǧāʾ,ʿAlī b. ʿAbd al-ʿAzīz,ʾAbū ʿUbayd al-Qāsim b. Sallām,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_200,jb_185,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. Ṣāliḥ b. ʿUmar,al-Ḥasan b. al-Ḥubāb al-Daqqāq,Muḥammad b. Ġālib al-ʾAnmāṭī,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_201,jb_186,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Bakr Muḥammad b. ʿAlī b. al-Ḥasan al-Ǧulandā,ʾAbū ʿAlī al-Ḥasan b. al-Ḥusayn al-Ṣawwāf,Muḥammad b. Ġālib al-ʾAnmāṭī,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_202,jb_187,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. ʾAḥmad b. ʾIbrāhīm al-Buzūrī,ʾAbū ʿAlī al-Ḥasan b. al-Ḥusayn al-Ṣawwāf,Muḥammad b. Ġālib al-ʾAnmāṭī,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_203,jb_188,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAḥmad b. ʿAbd al-Raḥmān al-Walī,ʾAbū ʿAlī al-Ḥasan b. al-Ḥusayn al-Ṣawwāf,Muḥammad b. Ġālib al-ʾAnmāṭī,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_204,jb_189,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAbū al-ʿAbbās ʾAḥmad b. ʾIbrāhīm b. Marwān b. Mardawayh,Muḥammad b. Ġālib al-ʾAnmāṭī,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_205,jb_190,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Muḥammad b. Sabʿūn,ʿAbd Allāh b. Sahlān,Muḥammad b. Ġālib al-ʾAnmāṭī,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_206,jb_191,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,al-Ḥasan b. al-Ḥubāb al-Daqqāq,ABU NASR AL-QASIM B. ALI,Šuǧāʿ b. ʾAbī Naṣr al-Balḫī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_207,jb_192,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Muslim Muḥammad b. ʿAlī,ʾAbū Bakr b. Muǧāhid,ASHAB_ʾAbū Bakr b. Muǧāhid,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,,
isnad_208,jb_193,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,MUHAMMAD B. QURAYSH AL-A3RABI,al-Qāsim b. ʿAbd al-Wāriṯ,ʾAbū ʿUmar al-Dūrī,ʾAbū ʿAmr b. al-ʿAlāʾ,,,
isnad_209,jb_194,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAbd Allāh b. al-Mubārak,Ǧaʿfar b. Sulaymān al-Mišḥalāʾī,ʾAbū Šuʿayb al-Sūsī,ʾAbū Muḥammad Yaḥyā b. al-Mubārak al-Yazīdī,,,,
isnad_210,jb_195,al-Dānī,ʾAbū Marwān ʿUbayd Allāh b. Salamah b. Ḥazm al-Yaḥṣubī al-ʾAndalusī,ʿAbd Allāh b. ʿAṭiyyah b. Ḥabīb al-Dimašqī al-Mufassir,ʾAbū ʿAlī al-Ḥusayn b. Ḥabīb al-Ḥaṣāʾirī,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,ʾAyyūb b. Tamīm,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,
isnad_211,jb_196,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Bakr b. Ziyād al-Naqqāš,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,ʾAyyūb b. Tamīm,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,,
isnad_212,jb_197,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Muḥammad b. ʾAḥmad b. Muršid,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_213,jb_198,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Mūsā b. ʿAbd al-Raḥmān al-Bayrūtī,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_214,jb_199,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Muḥammad b. Sulaymān b. ʾAḥmad b. Ḏakwān al-Baʿlbakī,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_215,jb_200,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ABU BAKR MUHAMMAD B. AL-HUSAYN AL-DHUHLI,ʾAbū Bakr Muḥammad b. Nuṣayr b. Ǧaʿfar al-Dimašqī b. ʾAbī Ḥamzah,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,
isnad_216,jb_201,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ABU BAKR MUHAMMAD B. AL-HUSAYN AL-DHUHLI,Ǧaʿfar b. ʾAbī Dāwūd al-Nīsābūrī,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,
isnad_217,jb_202,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_218,jb_203,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_219,jb_204,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Salāmah b. Ibn Hārūn,Hārūn b. Mūsā b. Šarīk al-ʾAḫfaš al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_220,jb_205,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾAḥmad b. Yūsuf al-Taġlabī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,ʾAyyūb b. Tamīm,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,,
isnad_221,jb_206,al-Dānī,MUHAMMAD B. ABD AL-WAHID AL-BAGHDADI,AHMAD B. NASR,ʾAbū Bakr Muḥammad b. ʾAḥmad al-Dāǧūnī al-Kabīr,Muḥammad b. Mūsā al-Ṣūrī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_222,jb_207,al-Dānī,ʾAbū Bakr b. Ziyād al-Naqqāš,ʾAḥmad b. ʾAnas b. Mālik ʾAbū al-Ḥasan al-Dimašqī,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,ʾAyyūb b. Tamīm,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,,,
isnad_223,jb_208,al-Dānī,ALI B. MUHAMMAD B. BISHR,ʾAḥmad b. Yaʿqūb al-Tāʾib,ABU BAKR AHMAD IBN AL-MU3ALLA AL-QADI,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,,
isnad_224,jb_209,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʿUṯmān b. Ḫurrazāḏ,ʿAbd Allāh b. ʾAḥmad b. Ḏakwān,,,,,
isnad_225,jb_210,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,al-Ḥasan b. al-ʿAbbās b. ʾAbī Mihrān al-Ǧammāl al-Rāzī,ʾAḥmad b. Yazīd al-Ḥulwānī,Hišām b. ʿAmmār,ʿIrāk b. Ḫālid,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,
isnad_226,jb_211,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū ʿAlī al-Ḥusayn b. ʾAḥmad b. al-Ǧazīrī,ʾAḥmad b. Yazīd al-Ḥulwānī,Hišām b. ʿAmmār,ʿIrāk b. Ḫālid,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,
isnad_227,jb_212,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Muḥammad b. ʾAḥmad b. ʿAbdān al-Ǧazarī,ʾAḥmad b. Yazīd al-Ḥulwānī,Hišām b. ʿAmmār,ʿIrāk b. Ḫālid,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,
isnad_228,jb_213,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū al-Ḥasan ʿAlī b. Muḥammad b. ʾIsmāʿīl al-ʾAnṭākī,ʾAbū al-Qāsim Muslim b. ʿUbayd Allāh b. Muḥammad,UBAYD ALLAH,ʾAḥmad b. Yazīd al-Ḥulwānī,Hišām b. ʿAmmār,ʿIrāk b. Ḫālid,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī
isnad_229,jb_214,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ABD ALLAH B. MUHAMMAD AL-DIMASHQI AL-MA3RUF BI-IBN AL-MUFASSIR,ʾAḥmad b. ʾAnas b. Mālik ʾAbū al-Ḥasan al-Dimašqī,Hišām b. ʿAmmār,ʿIrāk b. Ḫālid,Yaḥyā b. al-Ḥāriṯ al-Ḏamārī,ʿAbd Allāh b. ʿĀmir al-Yaḥṣubī,,,
isnad_230,jb_215,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,IBRAHIM IBN ABBAD AL-BASRI AL-TAMIMI,Hišām b. ʿAmmār,,,,,
isnad_231,jb_216,al-Dānī,Ḫalaf b. ʾIbrāhīm b. Ḫāqān,ʾAḥmad b. Muḥammad b. ʾAbī al-Raǧāʾ,ʿAlī b. ʿAbd al-ʿAzīz,ʾAbū ʿUbayd al-Qāsim b. Sallām,Hišām b. ʿAmmār,,,,,
isnad_232,jb_217,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABU AL-ABBAS AHMAD B. MUHAMMAD B. BAKR MAWLA BANI SULAYM,Hišām b. ʿAmmār,,,,,,
